location_key,county,cumulative_confirmed,cumulative_deceased
NE,31097,895.0,10.0
NE,31099,1227.0,9.0
NE,31101,1549.0,20.0
NE,31103,119.0,0.0
NE,31105,776.0,9.0
NE,31107,1694.0,13.0
NE,31109,78941.0,440.0
NE,31111,8730.0,110.0
NE,31113,149.0,0.0
NE,31115,99.0,0.0
NE,31117,75.0,1.0
NE,31119,9705.0,69.0
NE,31121,1719.0,17.0
NE,31123,1262.0,21.0
NE,31125,819.0,12.0
NE,31127,1535.0,20.0
NE,31129,980.0,13.0
NE,31131,3385.0,19.0
NE,31133,422.0,4.0
NE,31135,541.0,12.0
NE,31137,2353.0,14.0
NE,31139,1295.0,21.0
NE,31141,8706.0,75.0
NE,31143,1250.0,18.0
NE,31145,2368.0,20.0
NE,31147,1839.0,24.0
NE,31149,179.0,2.0
NE,31151,3812.0,12.0
NE,31153,49925.0,276.0
NE,31155,5039.0,30.0
NE,31157,9997.0,102.0
NE,31159,3415.0,42.0
NE,31161,1011.0,23.0
NE,31163,587.0,4.0
NE,31165,82.0,1.0
NE,31167,779.0,11.0
NE,31169,1110.0,8.0
NE,31171,101.0,1.0
NE,31173,1798.0,23.0
NE,31175,754.0,6.0
NE,31177,4598.0,45.0
NE,31179,1861.0,11.0
NE,31181,715.0,11.0
NE,31183,127.0,2.0
NE,31185,3954.0,21.0
NH,33001,14152.0,178.0
NH,33003,9865.0,62.0
NH,33005,15674.0,112.0
NH,33007,7140.0,113.0
NH,33009,19227.0,68.0
NH,33011,101728.0,916.0
NH,33013,33415.0,230.0
NH,33015,70405.0,542.0
NH,33017,30978.0,210.0
NH,33019,9725.0,68.0
NJ,34001,70482.0,997.0
NJ,34003,239353.0,3458.0
NJ,34005,106935.0,1210.0
NJ,34007,130289.0,1807.0
NJ,34009,22796.0,304.0
NJ,34011,40389.0,605.0
NJ,34013,222558.0,3614.0
NJ,34015,71942.0,968.0
NJ,34017,179135.0,2723.0
NJ,34019,26017.0,275.0
NJ,34021,80988.0,1261.0
NJ,34023,204363.0,2877.0
NJ,34025,172251.0,2180.0
NJ,34027,125971.0,1550.0
NJ,34029,168238.0,2975.0
NJ,34031,149761.0,2337.0
NJ,34033,14662.0,250.0
NJ,34035,72382.0,975.0
NJ,34037,35481.0,476.0
NJ,34039,151057.0,2357.0
NJ,34041,24838.0,342.0
NM,35001,149543.0,1854.0
NM,35003,421.0,14.0
NM,35005,21774.0,328.0
NM,35006,8048.0,189.0
NM,35007,2708.0,65.0
NM,35009,12797.0,198.0
NM,35011,589.0,6.0
NM,35013,63972.0,773.0
NM,35015,17069.0,282.0
NM,35017,6748.0,90.0
NM,35019,1482.0,17.0
NM,35021,85.0,4.0
NM,35023,1104.0,15.0
NM,35025,20174.0,342.0
NM,35027,5296.0,67.0
NM,35028,2880.0,16.0
NM,35029,6725.0,129.0
NM,35031,26007.0,589.0
NM,35033,772.0,18.0
NM,35035,15613.0,187.0
NM,35037,2006.0,54.0
NM,35039,10047.0,135.0
NM,35041,5023.0,97.0
NM,35043,34112.0,436.0
NM,35045,40943.0,755.0
NM,35047,5926.0,63.0
NM,35049,29503.0,287.0
NM,35051,2048.0,73.0
NM,35053,3834.0,88.0
NM,35055,5425.0,90.0
NM,35057,3152.0,56.0
NM,35059,1008.0,16.0
NM,35061,19238.0,276.0
NV,32001,6599.0,110.0
NV,32003,543811.0,8458.0
NV,32005,7960.0,92.0
NV,32007,12342.0,138.0
NV,32009,109.0,4.0
NV,32011,309.0,2.0
NV,32013,4509.0,54.0
NV,32015,1189.0,21.0
NV,32017,995.0,7.0
NV,32019,10750.0,175.0
NV,32021,1267.0,17.0
NV,32023,7514.0,241.0
NV,32027,2130.0,29.0
NV,32029,345.0,11.0
NV,32031,105973.0,1202.0
NV,32033,1947.0,20.0
NV,32510,15052.0,218.0
NY,36001,63461.0,523.0
NY,36003,9275.0,155.0
NY,36005,395833.0,6880.0
NY,36007,48947.0,520.0
NY,36009,16113.0,222.0
NY,36011,17375.0,152.0
NY,36013,24556.0,302.0
NY,36015,22603.0,233.0
NY,36017,9858.0,121.0
NY,36019,18034.0,90.0
NY,36021,10772.0,141.0
NY,36023,11365.0,120.0
NY,36025,8261.0,72.0
NY,36027,66962.0,659.0
NY,36029,227059.0,2651.0
NY,36031,6124.0,61.0
NY,36033,10059.0,46.0
NY,36035,13428.0,169.0
NY,36037,14395.0,187.0
NY,36039,9055.0,130.0
NY,36041,919.0,5.0
NY,36043,14827.0,193.0
NY,36045,21422.0,138.0
NY,36047,725295.0,11312.0
NY,36049,6417.0,49.0
NY,36051,12324.0,118.0
NY,36053,14319.0,127.0
NY,36055,163464.0,1587.0
NY,36057,12471.0,205.0
NY,36059,425386.0,3853.0
NY,36061,438681.0,4905.0
NY,36063,51069.0,585.0
NY,36065,58360.0,803.0
NY,36067,121727.0,1073.0
NY,36069,21586.0,180.0
NY,36071,111228.0,954.0
NY,36073,9116.0,117.0
NY,36075,28826.0,194.0
NY,36077,10667.0,88.0
NY,36079,24875.0,125.0
NY,36081,667342.0,10781.0
NY,36083,33850.0,259.0
NY,36085,171569.0,2217.0
NY,36087,96142.0,897.0
NY,36089,22454.0,191.0
NY,36091,49890.0,335.0
NY,36093,35317.0,305.0
NY,36095,5336.0,36.0
NY,36097,3724.0,25.0
NY,36099,6391.0,91.0
NY,36101,21216.0,253.0
NY,36103,444799.0,4399.0
NY,36105,19217.0,130.0
NY,36107,11719.0,85.0
NY,36109,21144.0,85.0
NY,36111,33856.0,365.0
NY,36113,14739.0,129.0
NY,36115,12875.0,115.0
NY,36117,18503.0,179.0
NY,36119,264447.0,2720.0
NY,36121,8692.0,84.0
NY,36123,3704.0,40.0
OH,39001,7022.0,148.0
OH,39003,27636.0,478.0
OH,39005,12109.0,218.0
OH,39007,20537.0,431.0
OH,39009,14852.0,142.0
OH,39011,11642.0,189.0
OH,39013,15805.0,309.0
OH,39015,11248.0,180.0
OH,39017,93927.0,1157.0
OH,39019,5291.0,126.0
OH,39021,8819.0,147.0
OH,39023,35217.0,586.0
OH,39025,51997.0,560.0
OH,39027,10410.0,168.0
OH,39029,24651.0,486.0
OH,39031,8008.0,159.0
OH,39033,11254.0,215.0
OH,39035,276160.0,3794.0
OH,39037,12442.0,239.0
OH,39039,10275.0,165.0
OH,39041,45538.0,272.0
OH,39043,19730.0,267.0
OH,39045,39082.0,430.0
OH,39047,7846.0,121.0
OH,39049,296037.0,2610.0
OH,39051,10436.0,180.0
OH,39053,7565.0,127.0
OH,39055,16413.0,265.0
OH,39057,38049.0,513.0
OH,39059,10567.0,151.0
OH,39061,191030.0,2069.0
OH,39063,17253.0,277.0
OH,39065,7138.0,158.0
OH,39067,3263.0,74.0
OH,39069,6485.0,106.0
OH,39071,10675.0,184.0
OH,39073,6731.0,123.0
OH,39075,5135.0,182.0
OH,39077,14626.0,222.0
OH,39079,8988.0,141.0
OH,39081,14900.0,322.0
OH,39083,13325.0,228.0
OH,39085,49961.0,737.0
OH,39087,18071.0,256.0
OH,39089,42276.0,475.0
OH,39091,10333.0,173.0
OH,39093,68382.0,981.0
OH,39095,103434.0,1420.0
OH,39097,9754.0,136.0
OH,39099,54021.0,1089.0
OH,39101,20070.0,268.0
OH,39103,40840.0,507.0
OH,39105,4686.0,88.0
OH,39107,9715.0,144.0
OH,39109,25909.0,483.0
OH,39111,3499.0,82.0
OH,39113,128090.0,2019.0
OH,39115,3278.0,60.0
OH,39117,7845.0,103.0
OH,39119,25481.0,294.0
OH,39121,3220.0,58.0
OH,39123,8618.0,138.0
OH,39125,4639.0,74.0
OH,39127,8356.0,125.0
OH,39129,17679.0,230.0
OH,39131,7493.0,123.0
OH,39133,35026.0,450.0
OH,39135,9494.0,201.0
OH,39137,8492.0,157.0
OH,39139,31806.0,508.0
OH,39141,19410.0,301.0
OH,39143,14015.0,238.0
OH,39145,20777.0,257.0
OH,39147,12869.0,230.0
OH,39149,11102.0,188.0
OH,39151,80794.0,1718.0
OH,39153,115094.0,1710.0
OH,39155,42078.0,941.0
OH,39157,20753.0,505.0
OH,39159,15952.0,102.0
OH,39161,6755.0,148.0
OH,39163,2918.0,55.0
OH,39165,58538.0,584.0
OH,39167,12409.0,207.0
OH,39169,23392.0,439.0
OH,39171,9090.0,164.0
OH,39173,32072.0,355.0
OH,39175,5441.0,105.0
OK,40001,8001.0,75.0
OK,40003,1716.0,15.0
OK,40005,3911.0,54.0
OK,40007,969.0,11.0
OK,40009,5983.0,107.0
OK,40011,2461.0,43.0
OK,40013,13672.0,136.0
OK,40015,8278.0,171.0
OK,40017,39889.0,390.0
OK,40019,14366.0,239.0
OK,40021,14532.0,151.0
OK,40023,4062.0,64.0
OK,40025,574.0,7.0
OK,40027,79713.0,822.0
OK,40029,1673.0,24.0
OK,40031,33173.0,397.0
OK,40033,1464.0,29.0
OK,40035,4785.0,55.0
OK,40037,18245.0,338.0
OK,40039,7935.0,169.0
OK,40041,11098.0,203.0
OK,40043,1064.0,32.0
OK,40045,774.0,8.0
OK,40047,15233.0,295.0
OK,40049,7068.0,148.0
OK,40051,13773.0,246.0
OK,40053,1036.0,16.0
OK,40055,1296.0,37.0
OK,40057,522.0,12.0
OK,40059,714.0,12.0
OK,40061,2796.0,41.0
OK,40063,2586.0,62.0
OK,40065,6575.0,108.0
OK,40067,1339.0,28.0
OK,40069,3041.0,54.0
OK,40071,12327.0,218.0
OK,40073,4178.0,71.0
OK,40075,1965.0,52.0
OK,40077,2273.0,36.0
OK,40079,12521.0,108.0
OK,40081,7897.0,140.0
OK,40083,10911.0,160.0
OK,40085,3109.0,39.0
OK,40087,11773.0,137.0
OK,40089,8117.0,166.0
OK,40091,4895.0,124.0
OK,40093,2465.0,41.0
OK,40095,4605.0,46.0
OK,40097,10399.0,163.0
OK,40099,4166.0,77.0
OK,40101,19987.0,348.0
OK,40103,3050.0,39.0
OK,40105,2785.0,40.0
OK,40107,3534.0,62.0
OK,40109,199990.0,2467.0
OK,40111,9686.0,188.0
OK,40113,10965.0,167.0
OK,40115,9204.0,127.0
OK,40117,4121.0,85.0
OK,40119,18463.0,166.0
OK,40121,10780.0,211.0
OK,40123,12132.0,150.0
OK,40125,20703.0,284.0
OK,40127,2677.0,45.0
OK,40129,892.0,16.0
OK,40131,25476.0,389.0
OK,40133,6142.0,135.0
OK,40135,10639.0,106.0
OK,40137,11374.0,205.0
OK,40139,5996.0,54.0
OK,40141,1532.0,35.0
OK,40143,172585.0,2183.0
OK,40145,21915.0,277.0
OK,40147,12718.0,262.0
OK,40149,2639.0,54.0
OK,40151,2354.0,38.0
OK,40153,5172.0,77.0
OR,41001,3231.0,48.0
OR,41003,16301.0,71.0
OR,41005,63827.0,632.0
OR,41007,4810.0,50.0
OR,41009,7987.0,95.0
OR,41011,10849.0,153.0
OR,41013,6158.0,79.0
OR,41015,3385.0,54.0
OR,41017,47906.0,286.0
OR,41019,20020.0,396.0
OR,41021,284.0,5.0
OR,41023,1704.0,22.0
OR,41025,1617.0,38.0
OR,41027,3698.0,44.0
OR,41029,43552.0,535.0
OR,41031,7319.0,92.0
OR,41033,16627.0,339.0
OR,41035,14285.0,222.0
OR,41037,1429.0,29.0
OR,41039,59853.0,541.0
OR,41041,7223.0,86.0
OR,41043,27257.0,268.0
OR,41045,8251.0,108.0
OR,41047,70744.0,721.0
OR,41049,2980.0,34.0
OR,41051,123906.0,1207.0
OR,41053,15778.0,134.0
OR,41055,321.0,6.0
OR,41057,3827.0,64.0
OR,41059,22545.0,225.0
OR,41061,5068.0,80.0
OR,41063,1267.0,16.0
OR,41065,5218.0,63.0
OR,41067,91092.0,594.0
OR,41069,246.0,3.0
OR,41071,18265.0,222.0
PA,42001,25114.0,364.0
PA,42003,271427.0,3323.0
PA,42005,15397.0,343.0
PA,42007,40744.0,745.0
PA,42009,11044.0,275.0
PA,42011,103652.0,1595.0
PA,42013,29924.0,616.0
PA,42015,16219.0,207.0
PA,42017,126504.0,1905.0
PA,42019,45173.0,743.0
PA,42021,34936.0,732.0
PA,42023,822.0,21.0
PA,42025,16188.0,294.0
PA,42027,36016.0,351.0
PA,42029,94968.0,1164.0
PA,42031,8323.0,203.0
PA,42033,19533.0,348.0
PA,42035,9157.0,127.0
PA,42037,15476.0,246.0
PA,42039,20080.0,320.0
PA,42041,51754.0,892.0
PA,42043,59830.0,964.0
PA,42045,113339.0,1875.0
PA,42047,7193.0,101.0
PA,42049,58218.0,760.0
PA,42051,31332.0,674.0
PA,42053,2250.0,35.0
PA,42055,40694.0,695.0
PA,42057,4153.0,65.0
PA,42059,8513.0,104.0
PA,42061,11594.0,249.0
PA,42063,17690.0,356.0
PA,42065,9121.0,235.0
PA,42067,4797.0,176.0
PA,42069,45137.0,776.0
PA,42071,122794.0,1890.0
PA,42073,19109.0,418.0
PA,42075,37011.0,518.0
PA,42077,91539.0,1246.0
PA,42079,75379.0,1366.0
PA,42081,28894.0,522.0
PA,42083,8298.0,141.0
PA,42085,23612.0,498.0
PA,42087,12348.0,276.0
PA,42089,37881.0,524.0
PA,42091,158154.0,2329.0
PA,42093,4637.0,93.0
PA,42095,81732.0,1097.0
PA,42097,23172.0,534.0
PA,42099,8873.0,185.0
PA,42101,317808.0,5110.0
PA,42103,10557.0,98.0
PA,42105,3256.0,92.0
PA,42107,34853.0,675.0
PA,42109,8149.0,158.0
PA,42111,18829.0,408.0
PA,42113,1092.0,36.0
PA,42115,8188.0,110.0
PA,42117,8270.0,193.0
PA,42119,11842.0,154.0
PA,42121,11406.0,241.0
PA,42123,7506.0,212.0
PA,42125,51747.0,654.0
PA,42127,10460.0,172.0
PA,42129,81006.0,1378.0
PA,42131,5257.0,106.0
PA,42133,120372.0,1502.0
PR,72001,2814.0,
PR,72003,7628.0,
PR,72005,8584.0,
PR,72007,4744.0,
PR,72009,4296.0,
PR,72011,4474.0,
PR,72013,15133.0,
PR,72015,2760.0,
PR,72017,4087.0,
PR,72019,5533.0,
PR,72021,39631.0,
PR,72023,6653.0,
PR,72025,25226.0,
PR,72027,6042.0,
PR,72029,7464.0,
PR,72031,32563.0,
PR,72033,4771.0,
PR,72035,7260.0,
PR,72037,1697.0,
PR,72039,3037.0,
PR,72041,7154.0,
PR,72043,5973.0,
PR,72045,3361.0,
PR,72047,7239.0,
PR,72049,208.0,
PR,72051,7845.0,
PR,72053,5408.0,
PR,72054,2900.0,
PR,72055,1805.0,
PR,72057,6344.0,
PR,72059,2808.0,
PR,72061,18499.0,
PR,72063,8681.0,
PR,72065,6305.0,
PR,72067,2477.0,
PR,72069,9262.0,
PR,72071,7653.0,
PR,72073,2896.0,
PR,72075,7671.0,
PR,72077,7321.0,
PR,72079,3359.0,
PR,72081,5066.0,
PR,72083,1391.0,
PR,72085,6386.0,
PR,72087,3826.0,
PR,72089,2927.0,
PR,72091,7181.0,
PR,72093,713.0,
PR,72095,1650.0,
PR,72097,11801.0,
PR,72099,7148.0,
PR,72101,5624.0,
PR,72103,3931.0,
PR,72105,5810.0,
PR,72107,3471.0,
PR,72109,2777.0,
PR,72111,2790.0,
PR,72113,21975.0,
PR,72115,4777.0,
PR,72117,2580.0,
PR,72119,8656.0,
PR,72121,3011.0,
PR,72123,4249.0,
PR,72125,4688.0,
PR,72127,67510.0,
PR,72129,6464.0,
PR,72131,7266.0,
PR,72133,3332.0,
PR,72135,13849.0,
PR,72137,14817.0,
PR,72139,11751.0,
PR,72141,4103.0,
PR,72143,7178.0,
PR,72145,11916.0,
PR,72147,935.0,
PR,72149,3999.0,
PR,72151,5508.0,
PR,72153,5442.0,
RI,44001,14360.0,169.0
RI,44003,50938.0,513.0
RI,44005,21237.0,94.0
RI,44007,229262.0,2535.0
RI,44009,34243.0,224.0
SC,45001,6655.0,70.0
SC,45003,41767.0,437.0
SC,45005,2093.0,24.0
SC,45007,58025.0,998.0
SC,45009,3446.0,75.0
SC,45011,5834.0,103.0
SC,45013,43530.0,380.0
SC,45015,52240.0,450.0
SC,45017,2799.0,61.0
SC,45019,112905.0,945.0
SC,45021,14761.0,322.0
SC,45023,10134.0,153.0
SC,45025,11836.0,191.0
SC,45027,8776.0,159.0
SC,45029,8913.0,221.0
SC,45031,18939.0,311.0
SC,45033,9729.0,144.0
SC,45035,56325.0,496.0
SC,45037,6779.0,71.0
SC,45039,6007.0,107.0
SC,45041,41861.0,631.0
SC,45043,15958.0,227.0
SC,45045,173338.0,2008.0
SC,45047,22607.0,305.0
SC,45049,5024.0,86.0
SC,45051,97534.0,1159.0
SC,45053,5924.0,93.0
SC,45055,21623.0,261.0
SC,45057,25276.0,281.0
SC,45059,18667.0,295.0
SC,45061,4272.0,95.0
SC,45063,96569.0,872.0
SC,45065,2244.0,40.0
SC,45067,8564.0,163.0
SC,45069,7880.0,105.0
SC,45071,13355.0,195.0
SC,45073,24348.0,343.0
SC,45075,23425.0,420.0
SC,45077,46111.0,632.0
SC,45079,123578.0,947.0
SC,45081,3968.0,78.0
SC,45083,95357.0,1548.0
SC,45085,28100.0,394.0
SC,45087,7750.0,150.0
SC,45089,8557.0,146.0
SC,45091,78263.0,678.0
SD,46003,805.0,17.0
SD,46005,4596.0,60.0
SD,46007,789.0,14.0
SD,46009,2293.0,39.0
SD,46011,8149.0,52.0
SD,46013,10344.0,121.0
SD,46015,1415.0,20.0
SD,46017,620.0,18.0
SD,46019,2757.0,45.0
SD,46021,268.0,7.0
SD,46023,2942.0,35.0
SD,46025,804.0,9.0
SD,46027,3493.0,21.0
SD,46029,8474.0,101.0
SD,46031,1070.0,17.0
SD,46033,2034.0,26.0
SD,46035,5907.0,80.0
SD,46037,1295.0,35.0
SD,46039,1043.0,12.0
SD,46041,3139.0,44.0
SD,46043,684.0,16.0
SD,46045,949.0,16.0
SD,46047,1807.0,39.0
SD,46049,573.0,16.0
SD,46051,2047.0,51.0
SD,46053,1065.0,34.0
SD,46055,452.0,12.0
SD,46057,1508.0,41.0
SD,46059,563.0,12.0
SD,46061,655.0,6.0
SD,46063,201.0,3.0
SD,46065,4335.0,58.0
SD,46067,1733.0,36.0
SD,46069,307.0,8.0
SD,46071,632.0,21.0
SD,46073,415.0,20.0
SD,46075,177.0,2.0
SD,46077,1340.0,22.0
SD,46079,2335.0,28.0
SD,46081,6605.0,83.0
SD,46083,15590.0,102.0
SD,46085,1205.0,12.0
SD,46087,1348.0,31.0
SD,46089,426.0,9.0
SD,46091,796.0,13.0
SD,46093,7042.0,64.0
SD,46095,527.0,8.0
SD,46097,457.0,13.0
SD,46099,57428.0,519.0
SD,46101,1386.0,28.0
SD,46102,3952.0,62.0
SD,46103,32903.0,342.0
SD,46105,684.0,18.0
SD,46107,704.0,7.0
SD,46109,2436.0,53.0
SD,46111,575.0,6.0
SD,46115,1418.0,36.0
SD,46117,637.0,7.0
SD,46119,245.0,3.0
SD,46121,2975.0,53.0
SD,46123,1382.0,24.0
SD,46125,1969.0,62.0
SD,46127,4026.0,52.0
SD,46129,1315.0,26.0
SD,46135,5929.0,59.0
SD,46137,671.0,11.0
TN,47001,22228.0,334.0
TN,47003,15004.0,237.0
TN,47005,4533.0,93.0
TN,47007,4669.0,57.0
TN,47009,39310.0,440.0
TN,47011,33188.0,415.0
TN,47013,12310.0,169.0
TN,47015,4227.0,63.0
TN,47017,8978.0,156.0
TN,47019,16546.0,336.0
TN,47021,10967.0,119.0
TN,47023,5870.0,99.0
TN,47025,9141.0,178.0
TN,47027,2300.0,50.0
TN,47029,11634.0,217.0
TN,47031,16994.0,267.0
TN,47033,5199.0,85.0
TN,47035,16171.0,327.0
TN,47037,210855.0,1676.0
TN,47039,3738.0,70.0
TN,47041,6288.0,101.0
TN,47043,15987.0,245.0
TN,47045,12826.0,203.0
TN,47047,11475.0,186.0
TN,47049,5722.0,128.0
TN,47051,12908.0,184.0
TN,47053,17453.0,260.0
TN,47055,9448.0,190.0
TN,47057,6793.0,109.0
TN,47059,22140.0,374.0
TN,47061,3998.0,73.0
TN,47063,19740.0,353.0
TN,47065,101119.0,1151.0
TN,47067,2023.0,37.0
TN,47069,7606.0,116.0
TN,47071,8765.0,145.0
TN,47073,16702.0,321.0
TN,47075,6191.0,102.0
TN,47077,9150.0,160.0
TN,47079,8310.0,163.0
TN,47081,6850.0,110.0
TN,47083,2689.0,62.0
TN,47085,4855.0,74.0
TN,47087,3211.0,63.0
TN,47089,15804.0,265.0
TN,47091,5181.0,95.0
TN,47093,128707.0,1385.0
TN,47095,2749.0,43.0
TN,47097,7764.0,106.0
TN,47099,14329.0,203.0
TN,47101,3573.0,60.0
TN,47103,10003.0,170.0
TN,47105,14571.0,192.0
TN,47107,16701.0,260.0
TN,47109,7662.0,120.0
TN,47111,8478.0,145.0
TN,47113,30250.0,427.0
TN,47115,8870.0,132.0
TN,47117,10403.0,124.0
TN,47119,29162.0,345.0
TN,47121,3394.0,58.0
TN,47123,14681.0,244.0
TN,47125,50488.0,579.0
TN,47127,2239.0,40.0
TN,47129,6209.0,87.0
TN,47131,10786.0,195.0
TN,47133,7157.0,123.0
TN,47135,2332.0,56.0
TN,47137,1774.0,36.0
TN,47139,4740.0,74.0
TN,47141,25178.0,304.0
TN,47143,9994.0,160.0
TN,47145,15839.0,234.0
TN,47147,21626.0,305.0
TN,47149,96372.0,904.0
TN,47151,9097.0,117.0
TN,47153,4226.0,69.0
TN,47155,30457.0,415.0
TN,47157,240841.0,3307.0
TN,47159,6171.0,85.0
TN,47161,3294.0,59.0
TN,47163,46163.0,721.0
TN,47165,53504.0,729.0
TN,47167,17674.0,236.0
TN,47169,4238.0,45.0
TN,47171,5191.0,96.0
TN,47173,5409.0,75.0
TN,47175,1852.0,48.0
TN,47177,13028.0,177.0
TN,47179,38862.0,496.0
TN,47181,5700.0,72.0
TN,47183,9586.0,152.0
TN,47185,8249.0,129.0
TN,47187,62833.0,406.0
TN,47189,41970.0,484.0
TX,48001,9691.0,239.0
TX,48003,3822.0,72.0
TX,48005,15501.0,481.0
TX,48007,4177.0,86.0
TX,48009,2213.0,28.0
TX,48011,555.0,9.0
TX,48013,13647.0,231.0
TX,48015,5818.0,73.0
TX,48017,1511.0,39.0
TX,48019,3636.0,77.0
TX,48021,21971.0,239.0
TX,48023,818.0,32.0
TX,48025,8418.0,153.0
TX,48027,67290.0,901.0
TX,48029,565111.0,6131.0
TX,48031,2568.0,34.0
TX,48033,100.0,2.0
TX,48035,4130.0,70.0
TX,48037,20222.0,433.0
TX,48039,94245.0,983.0
TX,48041,60873.0,413.0
TX,48043,1142.0,29.0
TX,48045,465.0,8.0
TX,48047,1642.0,52.0
TX,48049,12056.0,253.0
TX,48051,5048.0,66.0
TX,48053,11095.0,171.0
TX,48055,14339.0,176.0
TX,48057,5731.0,48.0
TX,48059,2920.0,72.0
TX,48061,105092.0,2032.0
TX,48063,2873.0,75.0
TX,48065,1532.0,36.0
TX,48067,7260.0,197.0
TX,48069,2297.0,47.0
TX,48071,11706.0,112.0
TX,48073,7989.0,254.0
TX,48075,2638.0,33.0
TX,48077,2096.0,36.0
TX,48079,891.0,23.0
TX,48081,843.0,20.0
TX,48083,1646.0,71.0
TX,48085,215831.0,1507.0
TX,48087,702.0,16.0
TX,48089,3808.0,64.0
TX,48091,34812.0,551.0
TX,48093,3698.0,78.0
TX,48095,1084.0,11.0
TX,48097,7409.0,134.0
TX,48099,17626.0,211.0
TX,48101,319.0,9.0
TX,48103,1285.0,24.0
TX,48105,1091.0,19.0
TX,48107,1894.0,45.0
TX,48109,514.0,14.0
TX,48111,2155.0,41.0
TX,48113,573644.0,6772.0
TX,48115,2998.0,94.0
TX,48117,4809.0,112.0
TX,48119,1820.0,25.0
TX,48121,181158.0,1354.0
TX,48123,6486.0,99.0
TX,48125,453.0,16.0
TX,48127,5760.0,51.0
TX,48129,1153.0,26.0
TX,48131,3412.0,70.0
TX,48133,2829.0,113.0
TX,48135,37544.0,703.0
TX,48137,467.0,11.0
TX,48139,49172.0,582.0
TX,48141,208635.0,3735.0
TX,48143,8790.0,123.0
TX,48145,3797.0,65.0
TX,48147,6897.0,184.0
TX,48149,4796.0,105.0
TX,48151,609.0,24.0
TX,48153,1961.0,48.0
TX,48155,209.0,11.0
TX,48157,189442.0,1260.0
TX,48159,2228.0,42.0
TX,48161,3880.0,82.0
TX,48163,5935.0,93.0
TX,48165,2327.0,83.0
TX,48167,96616.0,853.0
TX,48169,1279.0,28.0
TX,48171,5426.0,109.0
TX,48173,199.0,3.0
TX,48175,1216.0,32.0
TX,48177,4736.0,99.0
TX,48179,6195.0,125.0
TX,48181,27166.0,636.0
TX,48183,23237.0,687.0
TX,48185,8511.0,120.0
TX,48187,38361.0,398.0
TX,48189,8989.0,245.0
TX,48191,1102.0,24.0
TX,48193,1972.0,33.0
TX,48195,1929.0,29.0
TX,48197,556.0,19.0
TX,48199,12078.0,251.0
TX,48201,1032781.0,10972.0
TX,48203,13370.0,227.0
TX,48205,1364.0,3.0
TX,48207,897.0,39.0
TX,48209,60893.0,498.0
TX,48211,1239.0,7.0
TX,48213,15410.0,424.0
TX,48215,207289.0,3909.0
TX,48217,8991.0,192.0
TX,48219,7750.0,161.0
TX,48221,13472.0,274.0
TX,48223,7264.0,180.0
TX,48225,4253.0,111.0
TX,48227,6876.0,184.0
TX,48229,989.0,18.0
TX,48231,15811.0,363.0
TX,48233,6755.0,135.0
TX,48235,445.0,3.0
TX,48237,1523.0,28.0
TX,48239,3258.0,59.0
TX,48241,6102.0,187.0
TX,48243,224.0,9.0
TX,48245,49316.0,843.0
TX,48247,2648.0,22.0
TX,48249,11411.0,208.0
TX,48251,43903.0,735.0
TX,48253,4643.0,93.0
TX,48255,5968.0,70.0
TX,48257,35680.0,536.0
TX,48259,8263.0,119.0
TX,48261,86.0,2.0
TX,48263,210.0,4.0
TX,48265,9690.0,182.0
TX,48267,714.0,15.0
TX,48269,51.0,0.0
TX,48271,741.0,11.0
TX,48273,7304.0,147.0
TX,48275,492.0,25.0
TX,48277,12500.0,256.0
TX,48279,4356.0,122.0
TX,48281,5556.0,90.0
TX,48283,2421.0,48.0
TX,48285,4271.0,120.0
TX,48287,4278.0,60.0
TX,48289,3728.0,93.0
TX,48291,18210.0,404.0
TX,48293,5100.0,124.0
TX,48295,720.0,16.0
TX,48297,2153.0,42.0
TX,48299,3933.0,97.0
TX,48301,196.0,1.0
TX,48303,96835.0,1329.0
TX,48305,1556.0,38.0
TX,48307,1308.0,47.0
TX,48309,60473.0,902.0
TX,48311,169.0,9.0
TX,48313,3778.0,54.0
TX,48315,1690.0,60.0
TX,48317,1207.0,26.0
TX,48319,787.0,12.0
TX,48321,8374.0,175.0
TX,48323,20872.0,469.0
TX,48325,10269.0,199.0
TX,48327,513.0,12.0
TX,48329,40910.0,496.0
TX,48331,4950.0,102.0
TX,48333,1475.0,37.0
TX,48335,1864.0,49.0
TX,48337,4694.0,129.0
TX,48339,141687.0,1292.0
TX,48341,5604.0,111.0
TX,48343,2529.0,73.0
TX,48345,286.0,13.0
TX,48347,12413.0,258.0
TX,48349,12469.0,222.0
TX,48351,1367.0,61.0
TX,48353,3065.0,99.0
TX,48355,93429.0,1494.0
TX,48357,2424.0,48.0
TX,48359,565.0,6.0
TX,48361,14968.0,355.0
TX,48363,7052.0,154.0
TX,48365,4609.0,129.0
TX,48367,34819.0,450.0
TX,48369,2363.0,52.0
TX,48371,2749.0,71.0
TX,48373,7896.0,247.0
TX,48375,35779.0,739.0
TX,48377,998.0,38.0
TX,48379,1843.0,59.0
TX,48381,38234.0,516.0
TX,48383,859.0,14.0
TX,48385,817.0,25.0
TX,48387,2304.0,67.0
TX,48389,4636.0,74.0
TX,48391,1781.0,36.0
TX,48393,175.0,2.0
TX,48395,4541.0,77.0
TX,48397,26778.0,266.0
TX,48399,2393.0,66.0
TX,48401,10870.0,233.0
