,CountyName,StateName,CountyFIPS,StateAbbr,STATE_COUNTY
1451,Neshoba,Mississippi,28099,MS,MS | NESHOBA
1452,Newton,Mississippi,28101,MS,MS | NEWTON
1453,Noxubee,Mississippi,28103,MS,MS | NOXUBEE
1454,Oktibbeha,Mississippi,28105,MS,MS | OKTIBBEHA
1455,Panola,Mississippi,28107,MS,MS | PANOLA
1456,Pearl River,Mississippi,28109,MS,MS | PEARL RIVER
1457,Perry,Mississippi,28111,MS,MS | PERRY
1458,Pike,Mississippi,28113,MS,MS | PIKE
1459,Pontotoc,Mississippi,28115,MS,MS | PONTOTOC
1460,Prentiss,Mississippi,28117,MS,MS | PRENTISS
1461,Quitman,Mississippi,28119,MS,MS | QUITMAN
1462,Rankin,Mississippi,28121,MS,MS | RANKIN
1463,Scott,Mississippi,28123,MS,MS | SCOTT
1464,Sharkey,Mississippi,28125,MS,MS | SHARKEY
1465,Simpson,Mississippi,28127,MS,MS | SIMPSON
1466,Smith,Mississippi,28129,MS,MS | SMITH
1467,Stone,Mississippi,28131,MS,MS | STONE
1468,Sunflower,Mississippi,28133,MS,MS | SUNFLOWER
1469,Tallahatchie,Mississippi,28135,MS,MS | TALLAHATCHIE
1470,Tate,Mississippi,28137,MS,MS | TATE
1471,Tippah,Mississippi,28139,MS,MS | TIPPAH
1472,Tishomingo,Mississippi,28141,MS,MS | TISHOMINGO
1473,Tunica,Mississippi,28143,MS,MS | TUNICA
1474,Union,Mississippi,28145,MS,MS | UNION
1475,Walthall,Mississippi,28147,MS,MS | WALTHALL
1476,Warren,Mississippi,28149,MS,MS | WARREN
1477,Washington,Mississippi,28151,MS,MS | WASHINGTON
1478,Wayne,Mississippi,28153,MS,MS | WAYNE
1479,Webster,Mississippi,28155,MS,MS | WEBSTER
1480,Wilkinson,Mississippi,28157,MS,MS | WILKINSON
1481,Winston,Mississippi,28159,MS,MS | WINSTON
1482,Yalobusha,Mississippi,28161,MS,MS | YALOBUSHA
1483,Yazoo,Mississippi,28163,MS,MS | YAZOO
1484,Adair,Missouri,29001,MO,MO | ADAIR
1485,Andrew,Missouri,29003,MO,MO | ANDREW
1486,Atchison,Missouri,29005,MO,MO | ATCHISON
1487,Audrain,Missouri,29007,MO,MO | AUDRAIN
1488,Barry,Missouri,29009,MO,MO | BARRY
1489,Barton,Missouri,29011,MO,MO | BARTON
1490,Bates,Missouri,29013,MO,MO | BATES
1491,Benton,Missouri,29015,MO,MO | BENTON
1492,Bollinger,Missouri,29017,MO,MO | BOLLINGER
1493,Boone,Missouri,29019,MO,MO | BOONE
1494,Buchanan,Missouri,29021,MO,MO | BUCHANAN
1495,Butler,Missouri,29023,MO,MO | BUTLER
1496,Caldwell,Missouri,29025,MO,MO | CALDWELL
1497,Callaway,Missouri,29027,MO,MO | CALLAWAY
1498,Camden,Missouri,29029,MO,MO | CAMDEN
1499,Cape Girardeau,Missouri,29031,MO,MO | CAPE GIRARDEAU
1500,Carroll,Missouri,29033,MO,MO | CARROLL
1501,Carter,Missouri,29035,MO,MO | CARTER
1502,Cass,Missouri,29037,MO,MO | CASS
1503,Cedar,Missouri,29039,MO,MO | CEDAR
1504,Chariton,Missouri,29041,MO,MO | CHARITON
1505,Christian,Missouri,29043,MO,MO | CHRISTIAN
1506,Clark,Missouri,29045,MO,MO | CLARK
1507,Clay,Missouri,29047,MO,MO | CLAY
1508,Clinton,Missouri,29049,MO,MO | CLINTON
1509,Cole,Missouri,29051,MO,MO | COLE
1510,Cooper,Missouri,29053,MO,MO | COOPER
1511,Crawford,Missouri,29055,MO,MO | CRAWFORD
1512,Dade,Missouri,29057,MO,MO | DADE
1513,Dallas,Missouri,29059,MO,MO | DALLAS
1514,Daviess,Missouri,29061,MO,MO | DAVIESS
1515,DeKalb,Missouri,29063,MO,MO | DEKALB
1516,Dent,Missouri,29065,MO,MO | DENT
1517,Douglas,Missouri,29067,MO,MO | DOUGLAS
1518,Dunklin,Missouri,29069,MO,MO | DUNKLIN
1519,Franklin,Missouri,29071,MO,MO | FRANKLIN
1520,Gasconade,Missouri,29073,MO,MO | GASCONADE
1521,Gentry,Missouri,29075,MO,MO | GENTRY
1522,Greene,Missouri,29077,MO,MO | GREENE
1523,Grundy,Missouri,29079,MO,MO | GRUNDY
1524,Harrison,Missouri,29081,MO,MO | HARRISON
1525,Henry,Missouri,29083,MO,MO | HENRY
1526,Hickory,Missouri,29085,MO,MO | HICKORY
1527,Holt,Missouri,29087,MO,MO | HOLT
1528,Howard,Missouri,29089,MO,MO | HOWARD
1529,Howell,Missouri,29091,MO,MO | HOWELL
1530,Iron,Missouri,29093,MO,MO | IRON
1531,Jackson,Missouri,29095,MO,MO | JACKSON
1532,Jasper,Missouri,29097,MO,MO | JASPER
1533,Jefferson,Missouri,29099,MO,MO | JEFFERSON
1534,Johnson,Missouri,29101,MO,MO | JOHNSON
1535,Knox,Missouri,29103,MO,MO | KNOX
1536,Laclede,Missouri,29105,MO,MO | LACLEDE
1537,Lafayette,Missouri,29107,MO,MO | LAFAYETTE
1538,Lawrence,Missouri,29109,MO,MO | LAWRENCE
1539,Lewis,Missouri,29111,MO,MO | LEWIS
1540,Lincoln,Missouri,29113,MO,MO | LINCOLN
1541,Linn,Missouri,29115,MO,MO | LINN
1542,Livingston,Missouri,29117,MO,MO | LIVINGSTON
1543,McDonald,Missouri,29119,MO,MO | MCDONALD
1544,Macon,Missouri,29121,MO,MO | MACON
1545,Madison,Missouri,29123,MO,MO | MADISON
1546,Maries,Missouri,29125,MO,MO | MARIES
1547,Marion,Missouri,29127,MO,MO | MARION
1548,Mercer,Missouri,29129,MO,MO | MERCER
1549,Miller,Missouri,29131,MO,MO | MILLER
1550,Mississippi,Missouri,29133,MO,MO | MISSISSIPPI
1551,Moniteau,Missouri,29135,MO,MO | MONITEAU
1552,Monroe,Missouri,29137,MO,MO | MONROE
1553,Montgomery,Missouri,29139,MO,MO | MONTGOMERY
1554,Morgan,Missouri,29141,MO,MO | MORGAN
1555,New Madrid,Missouri,29143,MO,MO | NEW MADRID
1556,Newton,Missouri,29145,MO,MO | NEWTON
1557,Nodaway,Missouri,29147,MO,MO | NODAWAY
1558,Oregon,Missouri,29149,MO,MO | OREGON
1559,Osage,Missouri,29151,MO,MO | OSAGE
1560,Ozark,Missouri,29153,MO,MO | OZARK
1561,Pemiscot,Missouri,29155,MO,MO | PEMISCOT
1562,Perry,Missouri,29157,MO,MO | PERRY
1563,Pettis,Missouri,29159,MO,MO | PETTIS
1564,Phelps,Missouri,29161,MO,MO | PHELPS
1565,Pike,Missouri,29163,MO,MO | PIKE
1566,Platte,Missouri,29165,MO,MO | PLATTE
1567,Polk,Missouri,29167,MO,MO | POLK
1568,Pulaski,Missouri,29169,MO,MO | PULASKI
1569,Putnam,Missouri,29171,MO,MO | PUTNAM
1570,Ralls,Missouri,29173,MO,MO | RALLS
1571,Randolph,Missouri,29175,MO,MO | RANDOLPH
1572,Ray,Missouri,29177,MO,MO | RAY
1573,Reynolds,Missouri,29179,MO,MO | REYNOLDS
1574,Ripley,Missouri,29181,MO,MO | RIPLEY
1575,St. Charles,Missouri,29183,MO,MO | ST. CHARLES
1576,St. Clair,Missouri,29185,MO,MO | ST. CLAIR
1577,Ste. Genevieve,Missouri,29186,MO,MO | STE. GENEVIEVE
1578,St. Francois,Missouri,29187,MO,MO | ST. FRANCOIS
1579,St. Louis,Missouri,29189,MO,MO | ST. LOUIS
1580,Saline,Missouri,29195,MO,MO | SALINE
1581,Schuyler,Missouri,29197,MO,MO | SCHUYLER
1582,Scotland,Missouri,29199,MO,MO | SCOTLAND
1583,Scott,Missouri,29201,MO,MO | SCOTT
1584,Shannon,Missouri,29203,MO,MO | SHANNON
1585,Shelby,Missouri,29205,MO,MO | SHELBY
1586,Stoddard,Missouri,29207,MO,MO | STODDARD
1587,Stone,Missouri,29209,MO,MO | STONE
1588,Sullivan,Missouri,29211,MO,MO | SULLIVAN
1589,Taney,Missouri,29213,MO,MO | TANEY
1590,Texas,Missouri,29215,MO,MO | TEXAS
1591,Vernon,Missouri,29217,MO,MO | VERNON
1592,Warren,Missouri,29219,MO,MO | WARREN
1593,Washington,Missouri,29221,MO,MO | WASHINGTON
1594,Wayne,Missouri,29223,MO,MO | WAYNE
1595,Webster,Missouri,29225,MO,MO | WEBSTER
1596,Worth,Missouri,29227,MO,MO | WORTH
1597,Wright,Missouri,29229,MO,MO | WRIGHT
1598,St. Louis city,Missouri,29510,MO,MO | ST. LOUIS CITY
1599,Beaverhead,Montana,30001,MT,MT | BEAVERHEAD
1600,Big Horn,Montana,30003,MT,MT | BIG HORN
1601,Blaine,Montana,30005,MT,MT | BLAINE
1602,Broadwater,Montana,30007,MT,MT | BROADWATER
1603,Carbon,Montana,30009,MT,MT | CARBON
1604,Carter,Montana,30011,MT,MT | CARTER
1605,Cascade,Montana,30013,MT,MT | CASCADE
1606,Chouteau,Montana,30015,MT,MT | CHOUTEAU
1607,Custer,Montana,30017,MT,MT | CUSTER
1608,Daniels,Montana,30019,MT,MT | DANIELS
1609,Dawson,Montana,30021,MT,MT | DAWSON
1610,Deer Lodge,Montana,30023,MT,MT | DEER LODGE
1611,Fallon,Montana,30025,MT,MT | FALLON
1612,Fergus,Montana,30027,MT,MT | FERGUS
1613,Flathead,Montana,30029,MT,MT | FLATHEAD
1614,Gallatin,Montana,30031,MT,MT | GALLATIN
1615,Garfield,Montana,30033,MT,MT | GARFIELD
1616,Glacier,Montana,30035,MT,MT | GLACIER
1617,Golden Valley,Montana,30037,MT,MT | GOLDEN VALLEY
1618,Granite,Montana,30039,MT,MT | GRANITE
1619,Hill,Montana,30041,MT,MT | HILL
1620,Jefferson,Montana,30043,MT,MT | JEFFERSON
1621,Judith Basin,Montana,30045,MT,MT | JUDITH BASIN
1622,Lake,Montana,30047,MT,MT | LAKE
1623,Lewis and Clark,Montana,30049,MT,MT | LEWIS AND CLARK
1624,Liberty,Montana,30051,MT,MT | LIBERTY
1625,Lincoln,Montana,30053,MT,MT | LINCOLN
1626,McCone,Montana,30055,MT,MT | MCCONE
1627,Madison,Montana,30057,MT,MT | MADISON
1628,Meagher,Montana,30059,MT,MT | MEAGHER
1629,Mineral,Montana,30061,MT,MT | MINERAL
1630,Missoula,Montana,30063,MT,MT | MISSOULA
1631,Musselshell,Montana,30065,MT,MT | MUSSELSHELL
1632,Park,Montana,30067,MT,MT | PARK
1633,Petroleum,Montana,30069,MT,MT | PETROLEUM
1634,Phillips,Montana,30071,MT,MT | PHILLIPS
1635,Pondera,Montana,30073,MT,MT | PONDERA
1636,Powder River,Montana,30075,MT,MT | POWDER RIVER
1637,Powell,Montana,30077,MT,MT | POWELL
1638,Prairie,Montana,30079,MT,MT | PRAIRIE
1639,Ravalli,Montana,30081,MT,MT | RAVALLI
1640,Richland,Montana,30083,MT,MT | RICHLAND
1641,Roosevelt,Montana,30085,MT,MT | ROOSEVELT
1642,Rosebud,Montana,30087,MT,MT | ROSEBUD
1643,Sanders,Montana,30089,MT,MT | SANDERS
1644,Sheridan,Montana,30091,MT,MT | SHERIDAN
1645,Silver Bow,Montana,30093,MT,MT | SILVER BOW
1646,Stillwater,Montana,30095,MT,MT | STILLWATER
1647,Sweet Grass,Montana,30097,MT,MT | SWEET GRASS
1648,Teton,Montana,30099,MT,MT | TETON
1649,Toole,Montana,30101,MT,MT | TOOLE
1650,Treasure,Montana,30103,MT,MT | TREASURE
1651,Valley,Montana,30105,MT,MT | VALLEY
1652,Wheatland,Montana,30107,MT,MT | WHEATLAND
1653,Wibaux,Montana,30109,MT,MT | WIBAUX
1654,Yellowstone,Montana,30111,MT,MT | YELLOWSTONE
1655,Adams,Nebraska,31001,NE,NE | ADAMS
1656,Antelope,Nebraska,31003,NE,NE | ANTELOPE
1657,Arthur,Nebraska,31005,NE,NE | ARTHUR
1658,Banner,Nebraska,31007,NE,NE | BANNER
1659,Blaine,Nebraska,31009,NE,NE | BLAINE
1660,Boone,Nebraska,31011,NE,NE | BOONE
1661,Box Butte,Nebraska,31013,NE,NE | BOX BUTTE
1662,Boyd,Nebraska,31015,NE,NE | BOYD
1663,Brown,Nebraska,31017,NE,NE | BROWN
1664,Buffalo,Nebraska,31019,NE,NE | BUFFALO
1665,Burt,Nebraska,31021,NE,NE | BURT
1666,Butler,Nebraska,31023,NE,NE | BUTLER
1667,Cass,Nebraska,31025,NE,NE | CASS
1668,Cedar,Nebraska,31027,NE,NE | CEDAR
1669,Chase,Nebraska,31029,NE,NE | CHASE
1670,Cherry,Nebraska,31031,NE,NE | CHERRY
1671,Cheyenne,Nebraska,31033,NE,NE | CHEYENNE
1672,Clay,Nebraska,31035,NE,NE | CLAY
1673,Colfax,Nebraska,31037,NE,NE | COLFAX
1674,Cuming,Nebraska,31039,NE,NE | CUMING
1675,Custer,Nebraska,31041,NE,NE | CUSTER
1676,Dakota,Nebraska,31043,NE,NE | DAKOTA
1677,Dawes,Nebraska,31045,NE,NE | DAWES
1678,Dawson,Nebraska,31047,NE,NE | DAWSON
1679,Deuel,Nebraska,31049,NE,NE | DEUEL
1680,Dixon,Nebraska,31051,NE,NE | DIXON
1681,Dodge,Nebraska,31053,NE,NE | DODGE
1682,Douglas,Nebraska,31055,NE,NE | DOUGLAS
1683,Dundy,Nebraska,31057,NE,NE | DUNDY
1684,Fillmore,Nebraska,31059,NE,NE | FILLMORE
1685,Franklin,Nebraska,31061,NE,NE | FRANKLIN
1686,Frontier,Nebraska,31063,NE,NE | FRONTIER
1687,Furnas,Nebraska,31065,NE,NE | FURNAS
1688,Gage,Nebraska,31067,NE,NE | GAGE
1689,Garden,Nebraska,31069,NE,NE | GARDEN
1690,Garfield,Nebraska,31071,NE,NE | GARFIELD
1691,Gosper,Nebraska,31073,NE,NE | GOSPER
1692,Grant,Nebraska,31075,NE,NE | GRANT
1693,Greeley,Nebraska,31077,NE,NE | GREELEY
1694,Hall,Nebraska,31079,NE,NE | HALL
1695,Hamilton,Nebraska,31081,NE,NE | HAMILTON
1696,Harlan,Nebraska,31083,NE,NE | HARLAN
1697,Hayes,Nebraska,31085,NE,NE | HAYES
1698,Hitchcock,Nebraska,31087,NE,NE | HITCHCOCK
1699,Holt,Nebraska,31089,NE,NE | HOLT
1700,Hooker,Nebraska,31091,NE,NE | HOOKER
1701,Howard,Nebraska,31093,NE,NE | HOWARD
1702,Jefferson,Nebraska,31095,NE,NE | JEFFERSON
1703,Johnson,Nebraska,31097,NE,NE | JOHNSON
1704,Kearney,Nebraska,31099,NE,NE | KEARNEY
1705,Keith,Nebraska,31101,NE,NE | KEITH
1706,Keya Paha,Nebraska,31103,NE,NE | KEYA PAHA
1707,Kimball,Nebraska,31105,NE,NE | KIMBALL
1708,Knox,Nebraska,31107,NE,NE | KNOX
1709,Lancaster,Nebraska,31109,NE,NE | LANCASTER
1710,Lincoln,Nebraska,31111,NE,NE | LINCOLN
1711,Logan,Nebraska,31113,NE,NE | LOGAN
1712,Loup,Nebraska,31115,NE,NE | LOUP
1713,McPherson,Nebraska,31117,NE,NE | MCPHERSON
1714,Madison,Nebraska,31119,NE,NE | MADISON
1715,Merrick,Nebraska,31121,NE,NE | MERRICK
1716,Morrill,Nebraska,31123,NE,NE | MORRILL
1717,Nance,Nebraska,31125,NE,NE | NANCE
1718,Nemaha,Nebraska,31127,NE,NE | NEMAHA
1719,Nuckolls,Nebraska,31129,NE,NE | NUCKOLLS
1720,Otoe,Nebraska,31131,NE,NE | OTOE
1721,Pawnee,Nebraska,31133,NE,NE | PAWNEE
1722,Perkins,Nebraska,31135,NE,NE | PERKINS
1723,Phelps,Nebraska,31137,NE,NE | PHELPS
1724,Pierce,Nebraska,31139,NE,NE | PIERCE
1725,Platte,Nebraska,31141,NE,NE | PLATTE
1726,Polk,Nebraska,31143,NE,NE | POLK
1727,Red Willow,Nebraska,31145,NE,NE | RED WILLOW
1728,Richardson,Nebraska,31147,NE,NE | RICHARDSON
1729,Rock,Nebraska,31149,NE,NE | ROCK
1730,Saline,Nebraska,31151,NE,NE | SALINE
1731,Sarpy,Nebraska,31153,NE,NE | SARPY
1732,Saunders,Nebraska,31155,NE,NE | SAUNDERS
1733,Scotts Bluff,Nebraska,31157,NE,NE | SCOTTS BLUFF
1734,Seward,Nebraska,31159,NE,NE | SEWARD
1735,Sheridan,Nebraska,31161,NE,NE | SHERIDAN
1736,Sherman,Nebraska,31163,NE,NE | SHERMAN
1737,Sioux,Nebraska,31165,NE,NE | SIOUX
1738,Stanton,Nebraska,31167,NE,NE | STANTON
1739,Thayer,Nebraska,31169,NE,NE | THAYER
1740,Thomas,Nebraska,31171,NE,NE | THOMAS
1741,Thurston,Nebraska,31173,NE,NE | THURSTON
1742,Valley,Nebraska,31175,NE,NE | VALLEY
1743,Washington,Nebraska,31177,NE,NE | WASHINGTON
1744,Wayne,Nebraska,31179,NE,NE | WAYNE
1745,Webster,Nebraska,31181,NE,NE | WEBSTER
1746,Wheeler,Nebraska,31183,NE,NE | WHEELER
1747,York,Nebraska,31185,NE,NE | YORK
1748,Churchill,Nevada,32001,NV,NV | CHURCHILL
1749,Clark,Nevada,32003,NV,NV | CLARK
1750,Douglas,Nevada,32005,NV,NV | DOUGLAS
1751,Elko,Nevada,32007,NV,NV | ELKO
1752,Esmeralda,Nevada,32009,NV,NV | ESMERALDA
1753,Eureka,Nevada,32011,NV,NV | EUREKA
1754,Humboldt,Nevada,32013,NV,NV | HUMBOLDT
1755,Lander,Nevada,32015,NV,NV | LANDER
1756,Lincoln,Nevada,32017,NV,NV | LINCOLN
1757,Lyon,Nevada,32019,NV,NV | LYON
1758,Mineral,Nevada,32021,NV,NV | MINERAL
1759,Nye,Nevada,32023,NV,NV | NYE
1760,Pershing,Nevada,32027,NV,NV | PERSHING
1761,Storey,Nevada,32029,NV,NV | STOREY
1762,Washoe,Nevada,32031,NV,NV | WASHOE
1763,White Pine,Nevada,32033,NV,NV | WHITE PINE
1764,Carson City,Nevada,32510,NV,NV | CARSON CITY
1765,Belknap,New Hampshire,33001,NH,NH | BELKNAP
1766,Carroll,New Hampshire,33003,NH,NH | CARROLL
1767,Cheshire,New Hampshire,33005,NH,NH | CHESHIRE
1768,Coos,New Hampshire,33007,NH,NH | COOS
1769,Grafton,New Hampshire,33009,NH,NH | GRAFTON
1770,Hillsborough,New Hampshire,33011,NH,NH | HILLSBOROUGH
1771,Merrimack,New Hampshire,33013,NH,NH | MERRIMACK
1772,Rockingham,New Hampshire,33015,NH,NH | ROCKINGHAM
1773,Strafford,New Hampshire,33017,NH,NH | STRAFFORD
1774,Sullivan,New Hampshire,33019,NH,NH | SULLIVAN
1775,Atlantic,New Jersey,34001,NJ,NJ | ATLANTIC
1776,Bergen,New Jersey,34003,NJ,NJ | BERGEN
1777,Burlington,New Jersey,34005,NJ,NJ | BURLINGTON
1778,Camden,New Jersey,34007,NJ,NJ | CAMDEN
1779,Cape May,New Jersey,34009,NJ,NJ | CAPE MAY
1780,Cumberland,New Jersey,34011,NJ,NJ | CUMBERLAND
1781,Essex,New Jersey,34013,NJ,NJ | ESSEX
1782,Gloucester,New Jersey,34015,NJ,NJ | GLOUCESTER
1783,Hudson,New Jersey,34017,NJ,NJ | HUDSON
1784,Hunterdon,New Jersey,34019,NJ,NJ | HUNTERDON
1785,Mercer,New Jersey,34021,NJ,NJ | MERCER
1786,Middlesex,New Jersey,34023,NJ,NJ | MIDDLESEX
1787,Monmouth,New Jersey,34025,NJ,NJ | MONMOUTH
1788,Morris,New Jersey,34027,NJ,NJ | MORRIS
1789,Ocean,New Jersey,34029,NJ,NJ | OCEAN
1790,Passaic,New Jersey,34031,NJ,NJ | PASSAIC
1791,Salem,New Jersey,34033,NJ,NJ | SALEM
1792,Somerset,New Jersey,34035,NJ,NJ | SOMERSET
1793,Sussex,New Jersey,34037,NJ,NJ | SUSSEX
1794,Union,New Jersey,34039,NJ,NJ | UNION
1795,Warren,New Jersey,34041,NJ,NJ | WARREN
1796,Bernalillo,New Mexico,35001,NM,NM | BERNALILLO
1797,Catron,New Mexico,35003,NM,NM | CATRON
1798,Chaves,New Mexico,35005,NM,NM | CHAVES
1799,Cibola,New Mexico,35006,NM,NM | CIBOLA
1800,Colfax,New Mexico,35007,NM,NM | COLFAX
1801,Curry,New Mexico,35009,NM,NM | CURRY
1802,De Baca,New Mexico,35011,NM,NM | DE BACA
1803,Do̱a Ana,New Mexico,35013,NM,NM | DO̱A ANA
1804,Eddy,New Mexico,35015,NM,NM | EDDY
1805,Grant,New Mexico,35017,NM,NM | GRANT
1806,Guadalupe,New Mexico,35019,NM,NM | GUADALUPE
1807,Harding,New Mexico,35021,NM,NM | HARDING
1808,Hidalgo,New Mexico,35023,NM,NM | HIDALGO
1809,Lea,New Mexico,35025,NM,NM | LEA
1810,Lincoln,New Mexico,35027,NM,NM | LINCOLN
1811,Los Alamos,New Mexico,35028,NM,NM | LOS ALAMOS
1812,Luna,New Mexico,35029,NM,NM | LUNA
1813,McKinley,New Mexico,35031,NM,NM | MCKINLEY
1814,Mora,New Mexico,35033,NM,NM | MORA
1815,Otero,New Mexico,35035,NM,NM | OTERO
1816,Quay,New Mexico,35037,NM,NM | QUAY
1817,Rio Arriba,New Mexico,35039,NM,NM | RIO ARRIBA
1818,Roosevelt,New Mexico,35041,NM,NM | ROOSEVELT
1819,Sandoval,New Mexico,35043,NM,NM | SANDOVAL
1820,San Juan,New Mexico,35045,NM,NM | SAN JUAN
1821,San Miguel,New Mexico,35047,NM,NM | SAN MIGUEL
1822,Santa Fe,New Mexico,35049,NM,NM | SANTA FE
1823,Sierra,New Mexico,35051,NM,NM | SIERRA
1824,Socorro,New Mexico,35053,NM,NM | SOCORRO
1825,Taos,New Mexico,35055,NM,NM | TAOS
1826,Torrance,New Mexico,35057,NM,NM | TORRANCE
1827,Union,New Mexico,35059,NM,NM | UNION
1828,Valencia,New Mexico,35061,NM,NM | VALENCIA
1829,Albany,New York,36001,NY,NY | ALBANY
1830,Allegany,New York,36003,NY,NY | ALLEGANY
1831,Bronx,New York,36005,NY,NY | BRONX
1832,Broome,New York,36007,NY,NY | BROOME
1833,Cattaraugus,New York,36009,NY,NY | CATTARAUGUS
1834,Cayuga,New York,36011,NY,NY | CAYUGA
1835,Chautauqua,New York,36013,NY,NY | CHAUTAUQUA
1836,Chemung,New York,36015,NY,NY | CHEMUNG
1837,Chenango,New York,36017,NY,NY | CHENANGO
1838,Clinton,New York,36019,NY,NY | CLINTON
1839,Columbia,New York,36021,NY,NY | COLUMBIA
1840,Cortland,New York,36023,NY,NY | CORTLAND
1841,Delaware,New York,36025,NY,NY | DELAWARE
1842,Dutchess,New York,36027,NY,NY | DUTCHESS
1843,Erie,New York,36029,NY,NY | ERIE
1844,Essex,New York,36031,NY,NY | ESSEX
1845,Franklin,New York,36033,NY,NY | FRANKLIN
1846,Fulton,New York,36035,NY,NY | FULTON
1847,Genesee,New York,36037,NY,NY | GENESEE
1848,Greene,New York,36039,NY,NY | GREENE
1849,Hamilton,New York,36041,NY,NY | HAMILTON
1850,Herkimer,New York,36043,NY,NY | HERKIMER
1851,Jefferson,New York,36045,NY,NY | JEFFERSON
1852,Kings,New York,36047,NY,NY | KINGS
1853,Lewis,New York,36049,NY,NY | LEWIS
1854,Livingston,New York,36051,NY,NY | LIVINGSTON
1855,Madison,New York,36053,NY,NY | MADISON
1856,Monroe,New York,36055,NY,NY | MONROE
1857,Montgomery,New York,36057,NY,NY | MONTGOMERY
1858,Nassau,New York,36059,NY,NY | NASSAU
1859,New York,New York,36061,NY,NY | NEW YORK
1860,Niagara,New York,36063,NY,NY | NIAGARA
1861,Oneida,New York,36065,NY,NY | ONEIDA
1862,Onondaga,New York,36067,NY,NY | ONONDAGA
1863,Ontario,New York,36069,NY,NY | ONTARIO
1864,Orange,New York,36071,NY,NY | ORANGE
1865,Orleans,New York,36073,NY,NY | ORLEANS
1866,Oswego,New York,36075,NY,NY | OSWEGO
1867,Otsego,New York,36077,NY,NY | OTSEGO
1868,Putnam,New York,36079,NY,NY | PUTNAM
1869,Queens,New York,36081,NY,NY | QUEENS
1870,Rensselaer,New York,36083,NY,NY | RENSSELAER
1871,Richmond,New York,36085,NY,NY | RICHMOND
1872,Rockland,New York,36087,NY,NY | ROCKLAND
1873,St. Lawrence,New York,36089,NY,NY | ST. LAWRENCE
1874,Saratoga,New York,36091,NY,NY | SARATOGA
1875,Schenectady,New York,36093,NY,NY | SCHENECTADY
1876,Schoharie,New York,36095,NY,NY | SCHOHARIE
1877,Schuyler,New York,36097,NY,NY | SCHUYLER
1878,Seneca,New York,36099,NY,NY | SENECA
1879,Steuben,New York,36101,NY,NY | STEUBEN
1880,Suffolk,New York,36103,NY,NY | SUFFOLK
1881,Sullivan,New York,36105,NY,NY | SULLIVAN
1882,Tioga,New York,36107,NY,NY | TIOGA
1883,Tompkins,New York,36109,NY,NY | TOMPKINS
1884,Ulster,New York,36111,NY,NY | ULSTER
1885,Warren,New York,36113,NY,NY | WARREN
1886,Washington,New York,36115,NY,NY | WASHINGTON
1887,Wayne,New York,36117,NY,NY | WAYNE
1888,Westchester,New York,36119,NY,NY | WESTCHESTER
1889,Wyoming,New York,36121,NY,NY | WYOMING
1890,Yates,New York,36123,NY,NY | YATES
1891,Alamance,North Carolina,37001,NC,NC | ALAMANCE
1892,Alexander,North Carolina,37003,NC,NC | ALEXANDER
1893,Alleghany,North Carolina,37005,NC,NC | ALLEGHANY
1894,Anson,North Carolina,37007,NC,NC | ANSON
1895,Ashe,North Carolina,37009,NC,NC | ASHE
1896,Avery,North Carolina,37011,NC,NC | AVERY
1897,Beaufort,North Carolina,37013,NC,NC | BEAUFORT
1898,Bertie,North Carolina,37015,NC,NC | BERTIE
1899,Bladen,North Carolina,37017,NC,NC | BLADEN
1900,Brunswick,North Carolina,37019,NC,NC | BRUNSWICK
1901,Buncombe,North Carolina,37021,NC,NC | BUNCOMBE
1902,Burke,North Carolina,37023,NC,NC | BURKE
1903,Cabarrus,North Carolina,37025,NC,NC | CABARRUS
1904,Caldwell,North Carolina,37027,NC,NC | CALDWELL
1905,Camden,North Carolina,37029,NC,NC | CAMDEN
1906,Carteret,North Carolina,37031,NC,NC | CARTERET
1907,Caswell,North Carolina,37033,NC,NC | CASWELL
1908,Catawba,North Carolina,37035,NC,NC | CATAWBA
1909,Chatham,North Carolina,37037,NC,NC | CHATHAM
1910,Cherokee,North Carolina,37039,NC,NC | CHEROKEE
1911,Chowan,North Carolina,37041,NC,NC | CHOWAN
1912,Clay,North Carolina,37043,NC,NC | CLAY
1913,Cleveland,North Carolina,37045,NC,NC | CLEVELAND
1914,Columbus,North Carolina,37047,NC,NC | COLUMBUS
1915,Craven,North Carolina,37049,NC,NC | CRAVEN
1916,Cumberland,North Carolina,37051,NC,NC | CUMBERLAND
1917,Currituck,North Carolina,37053,NC,NC | CURRITUCK
1918,Dare,North Carolina,37055,NC,NC | DARE
1919,Davidson,North Carolina,37057,NC,NC | DAVIDSON
1920,Davie,North Carolina,37059,NC,NC | DAVIE
1921,Duplin,North Carolina,37061,NC,NC | DUPLIN
1922,Durham,North Carolina,37063,NC,NC | DURHAM
1923,Edgecombe,North Carolina,37065,NC,NC | EDGECOMBE
1924,Forsyth,North Carolina,37067,NC,NC | FORSYTH
1925,Franklin,North Carolina,37069,NC,NC | FRANKLIN
1926,Gaston,North Carolina,37071,NC,NC | GASTON
1927,Gates,North Carolina,37073,NC,NC | GATES
1928,Graham,North Carolina,37075,NC,NC | GRAHAM
1929,Granville,North Carolina,37077,NC,NC | GRANVILLE
1930,Greene,North Carolina,37079,NC,NC | GREENE
1931,Guilford,North Carolina,37081,NC,NC | GUILFORD
1932,Halifax,North Carolina,37083,NC,NC | HALIFAX
